"date","geo","parent_sector","naics","value"
2012-03-01,"Alberta","goods","Agriculture",53100
2012-03-01,"Alberta","goods","Forestry, fishing, mining, quarrying, oil and gas",171300
2012-03-01,"Alberta","goods","Utilities",13700
2012-03-01,"Alberta","goods","Construction",235800
2012-03-01,"Alberta","goods","Manufacturing",134300
2012-03-01,"Alberta","total services","Services-producing sector",1547000
2012-03-01,"Alberta","services","Wholesale and retail trade",326600
2012-03-01,"Alberta","services","Transportation and warehousing",114200
2012-03-01,"Alberta","services","Finance, insurance, real estate, rental and leasing",95100
2012-03-01,"Alberta","services","Professional, scientific and technical services",162000
2012-03-01,"Alberta","services","Business, building and other support services",75000
2012-03-01,"Alberta","services","Educational services",121900
2012-03-01,"Alberta","services","Health care and social assistance",238000
2012-03-01,"Alberta","services","Information, culture and recreation",74900
2012-03-01,"Alberta","services","Accommodation and food services",139400
2012-03-01,"Alberta","services","Other services (except public administration)",104600
2012-03-01,"Alberta","services","Public administration",95500
2012-04-01,"Alberta","all industries","Total employed, all industries",2162200
2012-04-01,"Alberta","total goods","Goods-producing sector",617800
2012-04-01,"Alberta","goods","Agriculture",53100
2012-04-01,"Alberta","goods","Forestry, fishing, mining, quarrying, oil and gas",177000
2012-04-01,"Alberta","goods","Utilities",13700
2012-04-01,"Alberta","goods","Construction",232800
2012-04-01,"Alberta","goods","Manufacturing",141300
2012-04-01,"Alberta","total services","Services-producing sector",1544300
2012-04-01,"Alberta","services","Wholesale and retail trade",320100
2012-04-01,"Alberta","services","Transportation and warehousing",116000
2012-04-01,"Alberta","services","Finance, insurance, real estate, rental and leasing",94700
2012-04-01,"Alberta","services","Professional, scientific and technical services",159900
2012-04-01,"Alberta","services","Business, building and other support services",71800
2012-04-01,"Alberta","services","Educational services",125100
2012-04-01,"Alberta","services","Health care and social assistance",233500
2012-04-01,"Alberta","services","Information, culture and recreation",75200
2012-04-01,"Alberta","services","Accommodation and food services",146000
2012-04-01,"Alberta","services","Other services (except public administration)",105700
2012-04-01,"Alberta","services","Public administration",96300
2012-05-01,"Alberta","all industries","Total employed, all industries",2171900
2012-05-01,"Alberta","total goods","Goods-producing sector",623300
2012-05-01,"Alberta","goods","Agriculture",54900
2012-05-01,"Alberta","goods","Forestry, fishing, mining, quarrying, oil and gas",180100
2012-05-01,"Alberta","goods","Utilities",14400
2012-05-01,"Alberta","goods","Construction",236000
2012-05-01,"Alberta","goods","Manufacturing",137900
2012-05-01,"Alberta","total services","Services-producing sector",1548600
2012-05-01,"Alberta","services","Wholesale and retail trade",318700
2012-05-01,"Alberta","services","Transportation and warehousing",118200
2012-05-01,"Alberta","services","Finance, insurance, real estate, rental and leasing",94900
2012-05-01,"Alberta","services","Professional, scientific and technical services",159600
2012-05-01,"Alberta","services","Business, building and other support services",69900
2012-05-01,"Alberta","services","Educational services",125900
2012-05-01,"Alberta","services","Health care and social assistance",231700
2012-05-01,"Alberta","services","Information, culture and recreation",69400
2012-05-01,"Alberta","services","Accommodation and food services",153300
2012-05-01,"Alberta","services","Other services (except public administration)",109400
2012-05-01,"Alberta","services","Public administration",97600
2012-06-01,"Alberta","all industries","Total employed, all industries",2163500
2012-06-01,"Alberta","total goods","Goods-producing sector",615900
2012-06-01,"Alberta","goods","Agriculture",50100
2012-06-01,"Alberta","goods","Forestry, fishing, mining, quarrying, oil and gas",177900
2012-06-01,"Alberta","goods","Utilities",15600
2012-06-01,"Alberta","goods","Construction",236200
2012-06-01,"Alberta","goods","Manufacturing",136200
2012-06-01,"Alberta","total services","Services-producing sector",1547500
2012-06-01,"Alberta","services","Wholesale and retail trade",319200
2012-06-01,"Alberta","services","Transportation and warehousing",117600
2012-06-01,"Alberta","services","Finance, insurance, real estate, rental and leasing",99500
2012-06-01,"Alberta","services","Professional, scientific and technical services",159700
2012-06-01,"Alberta","services","Business, building and other support services",67600
2012-06-01,"Alberta","services","Educational services",122800
2012-06-01,"Alberta","services","Health care and social assistance",236900
2012-06-01,"Alberta","services","Information, culture and recreation",69700
2012-06-01,"Alberta","services","Accommodation and food services",149000
2012-06-01,"Alberta","services","Other services (except public administration)",107600
2012-06-01,"Alberta","services","Public administration",98100
2012-07-01,"Alberta","all industries","Total employed, all industries",2164900
2012-07-01,"Alberta","total goods","Goods-producing sector",617400
2012-07-01,"Alberta","goods","Agriculture",52200
2012-07-01,"Alberta","goods","Forestry, fishing, mining, quarrying, oil and gas",176800
2012-07-01,"Alberta","goods","Utilities",15400
2012-07-01,"Alberta","goods","Construction",235000
2012-07-01,"Alberta","goods","Manufacturing",138000
2012-07-01,"Alberta","total services","Services-producing sector",1547500
2012-07-01,"Alberta","services","Wholesale and retail trade",313300
2012-07-01,"Alberta","services","Transportation and warehousing",120400
2012-07-01,"Alberta","services","Finance, insurance, real estate, rental and leasing",100500
2012-07-01,"Alberta","services","Professional, scientific and technical services",162600
2012-07-01,"Alberta","services","Business, building and other support services",70100
2012-07-01,"Alberta","services","Educational services",127100
2012-07-01,"Alberta","services","Health care and social assistance",235800
2012-07-01,"Alberta","services","Information, culture and recreation",71000
2012-07-01,"Alberta","services","Accommodation and food services",146500
2012-07-01,"Alberta","services","Other services (except public administration)",105300
2012-07-01,"Alberta","services","Public administration",94800
2012-08-01,"Alberta","all industries","Total employed, all industries",2176300
2012-08-01,"Alberta","total goods","Goods-producing sector",624300
2012-08-01,"Alberta","goods","Agriculture",53900
2012-08-01,"Alberta","goods","Forestry, fishing, mining, quarrying, oil and gas",178300
2012-08-01,"Alberta","goods","Utilities",16600
2012-08-01,"Alberta","goods","Construction",239300
2012-08-01,"Alberta","goods","Manufacturing",136200
2012-08-01,"Alberta","total services","Services-producing sector",1552000
2012-08-01,"Alberta","services","Wholesale and retail trade",318300
2012-08-01,"Alberta","services","Transportation and warehousing",118200
2012-08-01,"Alberta","services","Finance, insurance, real estate, rental and leasing",103900
2012-08-01,"Alberta","services","Professional, scientific and technical services",161800
2012-08-01,"Alberta","services","Business, building and other support services",71800
2012-08-01,"Alberta","services","Educational services",127900
2012-08-01,"Alberta","services","Health care and social assistance",233900
2012-08-01,"Alberta","services","Information, culture and recreation",67400
2012-08-01,"Alberta","services","Accommodation and food services",146500
2012-08-01,"Alberta","services","Other services (except public administration)",105900
2012-08-01,"Alberta","services","Public administration",96300
2012-09-01,"Alberta","all industries","Total employed, all industries",2178700
2012-09-01,"Alberta","total goods","Goods-producing sector",628900
2012-09-01,"Alberta","goods","Agriculture",55700
2012-09-01,"Alberta","goods","Forestry, fishing, mining, quarrying, oil and gas",174800
2012-09-01,"Alberta","goods","Utilities",17700
2012-09-01,"Alberta","goods","Construction",241000
2012-09-01,"Alberta","goods","Manufacturing",139700
2012-09-01,"Alberta","total services","Services-producing sector",1549900
2012-09-01,"Alberta","services","Wholesale and retail trade",316100
2012-09-01,"Alberta","services","Transportation and warehousing",122700
2012-09-01,"Alberta","services","Finance, insurance, real estate, rental and leasing",104100
2012-09-01,"Alberta","services","Professional, scientific and technical services",164600
2012-09-01,"Alberta","services","Business, building and other support services",70100
2012-09-01,"Alberta","services","Educational services",128500
2012-09-01,"Alberta","services","Health care and social assistance",225600
2012-09-01,"Alberta","services","Information, culture and recreation",69200
2012-09-01,"Alberta","services","Accommodation and food services",147000
2012-09-01,"Alberta","services","Other services (except public administration)",105700
2012-09-01,"Alberta","services","Public administration",96200
2012-10-01,"Alberta","all industries","Total employed, all industries",2182300
2012-10-01,"Alberta","total goods","Goods-producing sector",632000
2012-10-01,"Alberta","goods","Agriculture",54000
2012-10-01,"Alberta","goods","Forestry, fishing, mining, quarrying, oil and gas",179100
2012-10-01,"Alberta","goods","Utilities",17500
2012-10-01,"Alberta","goods","Construction",236700
2012-10-01,"Alberta","goods","Manufacturing",144800
