"date","year","GEO","naics","value"
2011-11-01,2011,"Alberta","Goods-producing sector",589400
2011-11-01,2011,"Alberta","Agriculture [111-112, 1100, 1151-1152]",57500
2011-11-01,2011,"Alberta","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",158200
2011-11-01,2011,"Alberta","Utilities [22]",12400
2011-11-01,2011,"Alberta","Construction [23]",228200
2011-11-01,2011,"Alberta","Manufacturing [31-33]",133200
2011-11-01,2011,"Alberta","Services-producing sector",1547700
2011-11-01,2011,"Alberta","Wholesale and retail trade [41, 44-45]",317800
2011-11-01,2011,"Alberta","Transportation and warehousing [48-49]",118100
2011-11-01,2011,"Alberta","Finance, insurance, real estate, rental and leasing [52-53]",1e+05
2011-11-01,2011,"Alberta","Professional, scientific and technical services [54]",162300
2011-11-01,2011,"Alberta","Business, building and other support services [55-56]",72200
2011-11-01,2011,"Alberta","Educational services [61]",123400
2011-11-01,2011,"Alberta","Health care and social assistance [62]",231300
2011-11-01,2011,"Alberta","Information, culture and recreation [51, 71]",78800
2011-11-01,2011,"Alberta","Accommodation and food services [72]",144000
2011-11-01,2011,"Alberta","Other services (except public administration) [81]",108100
2011-11-01,2011,"Alberta","Public administration [91]",91800
2011-12-01,2011,"Alberta","Total employed, all industries",2147600
2011-12-01,2011,"Alberta","Goods-producing sector",594600
2011-12-01,2011,"Alberta","Agriculture [111-112, 1100, 1151-1152]",55400
2011-12-01,2011,"Alberta","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",162800
2011-12-01,2011,"Alberta","Utilities [22]",12400
2011-12-01,2011,"Alberta","Construction [23]",227700
2011-12-01,2011,"Alberta","Manufacturing [31-33]",136200
2011-12-01,2011,"Alberta","Services-producing sector",1553000
2011-12-01,2011,"Alberta","Wholesale and retail trade [41, 44-45]",322500
2011-12-01,2011,"Alberta","Transportation and warehousing [48-49]",116300
2011-12-01,2011,"Alberta","Finance, insurance, real estate, rental and leasing [52-53]",97800
2011-12-01,2011,"Alberta","Professional, scientific and technical services [54]",166100
2011-12-01,2011,"Alberta","Business, building and other support services [55-56]",71900
2011-12-01,2011,"Alberta","Educational services [61]",123600
2011-12-01,2011,"Alberta","Health care and social assistance [62]",237600
2011-12-01,2011,"Alberta","Information, culture and recreation [51, 71]",75500
2011-12-01,2011,"Alberta","Accommodation and food services [72]",140200
2011-12-01,2011,"Alberta","Other services (except public administration) [81]",109700
2011-12-01,2011,"Alberta","Public administration [91]",91700
2012-01-01,2012,"Alberta","Total employed, all industries",2141500
2012-01-01,2012,"Alberta","Goods-producing sector",593100
2012-01-01,2012,"Alberta","Agriculture [111-112, 1100, 1151-1152]",55500
2012-01-01,2012,"Alberta","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",164400
2012-01-01,2012,"Alberta","Utilities [22]",12400
2012-01-01,2012,"Alberta","Construction [23]",226400
2012-01-01,2012,"Alberta","Manufacturing [31-33]",134400
2012-01-01,2012,"Alberta","Services-producing sector",1548400
2012-01-01,2012,"Alberta","Wholesale and retail trade [41, 44-45]",322300
2012-01-01,2012,"Alberta","Transportation and warehousing [48-49]",117400
2012-01-01,2012,"Alberta","Finance, insurance, real estate, rental and leasing [52-53]",96700
2012-01-01,2012,"Alberta","Professional, scientific and technical services [54]",166200
2012-01-01,2012,"Alberta","Business, building and other support services [55-56]",70100
2012-01-01,2012,"Alberta","Educational services [61]",122700
2012-01-01,2012,"Alberta","Health care and social assistance [62]",238400
2012-01-01,2012,"Alberta","Information, culture and recreation [51, 71]",73300
2012-01-01,2012,"Alberta","Accommodation and food services [72]",142200
2012-01-01,2012,"Alberta","Other services (except public administration) [81]",106300
2012-01-01,2012,"Alberta","Public administration [91]",92600
2012-02-01,2012,"Alberta","Total employed, all industries",2141400
2012-02-01,2012,"Alberta","Goods-producing sector",604900
2012-02-01,2012,"Alberta","Agriculture [111-112, 1100, 1151-1152]",54800
2012-02-01,2012,"Alberta","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",168700
2012-02-01,2012,"Alberta","Utilities [22]",12000
2012-02-01,2012,"Alberta","Construction [23]",236700
2012-02-01,2012,"Alberta","Manufacturing [31-33]",132600
2012-02-01,2012,"Alberta","Services-producing sector",1536500
2012-02-01,2012,"Alberta","Wholesale and retail trade [41, 44-45]",325500
2012-02-01,2012,"Alberta","Transportation and warehousing [48-49]",113400
2012-02-01,2012,"Alberta","Finance, insurance, real estate, rental and leasing [52-53]",93400
2012-02-01,2012,"Alberta","Professional, scientific and technical services [54]",161600
2012-02-01,2012,"Alberta","Business, building and other support services [55-56]",73400
2012-02-01,2012,"Alberta","Educational services [61]",122200
2012-02-01,2012,"Alberta","Health care and social assistance [62]",237100
2012-02-01,2012,"Alberta","Information, culture and recreation [51, 71]",71600
2012-02-01,2012,"Alberta","Accommodation and food services [72]",142700
2012-02-01,2012,"Alberta","Other services (except public administration) [81]",103200
2012-02-01,2012,"Alberta","Public administration [91]",92700
2012-03-01,2012,"Alberta","Total employed, all industries",2155200
2012-03-01,2012,"Alberta","Goods-producing sector",608200
2012-03-01,2012,"Alberta","Agriculture [111-112, 1100, 1151-1152]",53100
2012-03-01,2012,"Alberta","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",171300
2012-03-01,2012,"Alberta","Utilities [22]",13700
2012-03-01,2012,"Alberta","Construction [23]",235800
2012-03-01,2012,"Alberta","Manufacturing [31-33]",134300
2012-03-01,2012,"Alberta","Services-producing sector",1547000
2012-03-01,2012,"Alberta","Wholesale and retail trade [41, 44-45]",326600
2012-03-01,2012,"Alberta","Transportation and warehousing [48-49]",114200
2012-03-01,2012,"Alberta","Finance, insurance, real estate, rental and leasing [52-53]",95100
2012-03-01,2012,"Alberta","Professional, scientific and technical services [54]",162000
2012-03-01,2012,"Alberta","Business, building and other support services [55-56]",75000
2012-03-01,2012,"Alberta","Educational services [61]",121900
2012-03-01,2012,"Alberta","Health care and social assistance [62]",238000
2012-03-01,2012,"Alberta","Information, culture and recreation [51, 71]",74900
2012-03-01,2012,"Alberta","Accommodation and food services [72]",139400
2012-03-01,2012,"Alberta","Other services (except public administration) [81]",104600
2012-03-01,2012,"Alberta","Public administration [91]",95500
2012-04-01,2012,"Alberta","Total employed, all industries",2162200
2012-04-01,2012,"Alberta","Goods-producing sector",617800
2012-04-01,2012,"Alberta","Agriculture [111-112, 1100, 1151-1152]",53100
2012-04-01,2012,"Alberta","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",177000
2012-04-01,2012,"Alberta","Utilities [22]",13700
2012-04-01,2012,"Alberta","Construction [23]",232800
2012-04-01,2012,"Alberta","Manufacturing [31-33]",141300
2012-04-01,2012,"Alberta","Services-producing sector",1544300
2012-04-01,2012,"Alberta","Wholesale and retail trade [41, 44-45]",320100
2012-04-01,2012,"Alberta","Transportation and warehousing [48-49]",116000
2012-04-01,2012,"Alberta","Finance, insurance, real estate, rental and leasing [52-53]",94700
2012-04-01,2012,"Alberta","Professional, scientific and technical services [54]",159900
2012-04-01,2012,"Alberta","Business, building and other support services [55-56]",71800
2012-04-01,2012,"Alberta","Educational services [61]",125100
2012-04-01,2012,"Alberta","Health care and social assistance [62]",233500
2012-04-01,2012,"Alberta","Information, culture and recreation [51, 71]",75200
2012-04-01,2012,"Alberta","Accommodation and food services [72]",146000
2012-04-01,2012,"Alberta","Other services (except public administration) [81]",105700
2012-04-01,2012,"Alberta","Public administration [91]",96300
2012-05-01,2012,"Alberta","Total employed, all industries",2171900
2012-05-01,2012,"Alberta","Goods-producing sector",623300
2012-05-01,2012,"Alberta","Agriculture [111-112, 1100, 1151-1152]",54900
2012-05-01,2012,"Alberta","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",180100
2012-05-01,2012,"Alberta","Utilities [22]",14400
2012-05-01,2012,"Alberta","Construction [23]",236000
2012-05-01,2012,"Alberta","Manufacturing [31-33]",137900
2012-05-01,2012,"Alberta","Services-producing sector",1548600
2012-05-01,2012,"Alberta","Wholesale and retail trade [41, 44-45]",318700
2012-05-01,2012,"Alberta","Transportation and warehousing [48-49]",118200
2012-05-01,2012,"Alberta","Finance, insurance, real estate, rental and leasing [52-53]",94900
2012-05-01,2012,"Alberta","Professional, scientific and technical services [54]",159600
2012-05-01,2012,"Alberta","Business, building and other support services [55-56]",69900
2012-05-01,2012,"Alberta","Educational services [61]",125900
2012-05-01,2012,"Alberta","Health care and social assistance [62]",231700
2012-05-01,2012,"Alberta","Information, culture and recreation [51, 71]",69400
2012-05-01,2012,"Alberta","Accommodation and food services [72]",153300
2012-05-01,2012,"Alberta","Other services (except public administration) [81]",109400
2012-05-01,2012,"Alberta","Public administration [91]",97600
2012-06-01,2012,"Alberta","Total employed, all industries",2163500
2012-06-01,2012,"Alberta","Goods-producing sector",615900
2012-06-01,2012,"Alberta","Agriculture [111-112, 1100, 1151-1152]",50100
2012-06-01,2012,"Alberta","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",177900
2012-06-01,2012,"Alberta","Utilities [22]",15600
2012-06-01,2012,"Alberta","Construction [23]",236200
2012-06-01,2012,"Alberta","Manufacturing [31-33]",136200
2012-06-01,2012,"Alberta","Services-producing sector",1547500
2012-06-01,2012,"Alberta","Wholesale and retail trade [41, 44-45]",319200
2012-06-01,2012,"Alberta","Transportation and warehousing [48-49]",117600
2012-06-01,2012,"Alberta","Finance, insurance, real estate, rental and leasing [52-53]",99500
2012-06-01,2012,"Alberta","Professional, scientific and technical services [54]",159700
2012-06-01,2012,"Alberta","Business, building and other support services [55-56]",67600
2012-06-01,2012,"Alberta","Educational services [61]",122800
2012-06-01,2012,"Alberta","Health care and social assistance [62]",236900
2012-06-01,2012,"Alberta","Information, culture and recreation [51, 71]",69700
2012-06-01,2012,"Alberta","Accommodation and food services [72]",149000
2012-06-01,2012,"Alberta","Other services (except public administration) [81]",107600
2012-06-01,2012,"Alberta","Public administration [91]",98100
2012-07-01,2012,"Alberta","Total employed, all industries",2164900
2012-07-01,2012,"Alberta","Goods-producing sector",617400
2012-07-01,2012,"Alberta","Agriculture [111-112, 1100, 1151-1152]",52200
2012-07-01,2012,"Alberta","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",176800
2012-07-01,2012,"Alberta","Utilities [22]",15400
2012-07-01,2012,"Alberta","Construction [23]",235000
2012-07-01,2012,"Alberta","Manufacturing [31-33]",138000
2012-07-01,2012,"Alberta","Services-producing sector",1547500
2012-07-01,2012,"Alberta","Wholesale and retail trade [41, 44-45]",313300
2012-07-01,2012,"Alberta","Transportation and warehousing [48-49]",120400
2012-07-01,2012,"Alberta","Finance, insurance, real estate, rental and leasing [52-53]",100500
2012-07-01,2012,"Alberta","Professional, scientific and technical services [54]",162600
2012-07-01,2012,"Alberta","Business, building and other support services [55-56]",70100
2012-07-01,2012,"Alberta","Educational services [61]",127100
2012-07-01,2012,"Alberta","Health care and social assistance [62]",235800
2012-07-01,2012,"Alberta","Information, culture and recreation [51, 71]",71000
2012-07-01,2012,"Alberta","Accommodation and food services [72]",146500
2012-07-01,2012,"Alberta","Other services (except public administration) [81]",105300
2012-07-01,2012,"Alberta","Public administration [91]",94800
2012-08-01,2012,"Alberta","Total employed, all industries",2176300
2012-08-01,2012,"Alberta","Goods-producing sector",624300
2012-08-01,2012,"Alberta","Agriculture [111-112, 1100, 1151-1152]",53900
2012-08-01,2012,"Alberta","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",178300
2012-08-01,2012,"Alberta","Utilities [22]",16600
2012-08-01,2012,"Alberta","Construction [23]",239300
2012-08-01,2012,"Alberta","Manufacturing [31-33]",136200
2012-08-01,2012,"Alberta","Services-producing sector",1552000
2012-08-01,2012,"Alberta","Wholesale and retail trade [41, 44-45]",318300
2012-08-01,2012,"Alberta","Transportation and warehousing [48-49]",118200
2012-08-01,2012,"Alberta","Finance, insurance, real estate, rental and leasing [52-53]",103900
2012-08-01,2012,"Alberta","Professional, scientific and technical services [54]",161800
2012-08-01,2012,"Alberta","Business, building and other support services [55-56]",71800
2012-08-01,2012,"Alberta","Educational services [61]",127900
2012-08-01,2012,"Alberta","Health care and social assistance [62]",233900
2012-08-01,2012,"Alberta","Information, culture and recreation [51, 71]",67400
2012-08-01,2012,"Alberta","Accommodation and food services [72]",146500
2012-08-01,2012,"Alberta","Other services (except public administration) [81]",105900
2012-08-01,2012,"Alberta","Public administration [91]",96300
2012-09-01,2012,"Alberta","Total employed, all industries",2178700
2012-09-01,2012,"Alberta","Goods-producing sector",628900
2012-09-01,2012,"Alberta","Agriculture [111-112, 1100, 1151-1152]",55700
2012-09-01,2012,"Alberta","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",174800
2012-09-01,2012,"Alberta","Utilities [22]",17700
2012-09-01,2012,"Alberta","Construction [23]",241000
2012-09-01,2012,"Alberta","Manufacturing [31-33]",139700
2012-09-01,2012,"Alberta","Services-producing sector",1549900
2012-09-01,2012,"Alberta","Wholesale and retail trade [41, 44-45]",316100
2012-09-01,2012,"Alberta","Transportation and warehousing [48-49]",122700
2012-09-01,2012,"Alberta","Finance, insurance, real estate, rental and leasing [52-53]",104100
